cycle,time,well,row,col,temperature,strain,inducer_ID,inducer_conc,effector_ID,effector_conc,replicate,OD,FL
12,3.66666666666667,C4,3,4,30.1,BS01,Nar,20,b-Ala,0,3,0.663,1699
12,3.66666666666667,C5,3,5,30.1,BS01,Nar,60,b-Ala,0,3,0.603,985
12,3.66666666666667,C6,3,6,30.1,medium,Nar,0,b-Ala,0,3,0.168,283
12,3.66666666666667,C7,3,7,30.1,medium,Nar,60,b-Ala,0,3,0.326,163
12,3.66666666666667,D1,4,1,30.1,BS01,Nar,0,b-Ala,0,4,0.622,3499
12,3.66666666666667,D2,4,2,30.1,BS01,Nar,4,b-Ala,0,4,0.595,3343
12,3.66666666666667,D3,4,3,30.1,BS01,Nar,10,b-Ala,0,4,0.683,3247
12,3.66666666666667,D4,4,4,30.1,BS01,Nar,20,b-Ala,0,4,0.671,1962
12,3.66666666666667,D5,4,5,30.1,BS01,Nar,60,b-Ala,0,4,0.628,1065
12,3.66666666666667,D6,4,6,30.1,medium,Nar,0,b-Ala,0,4,0.183,336
12,3.66666666666667,D7,4,7,30.1,medium,Nar,60,b-Ala,0,4,0.355,271
12,3.66666666666667,E1,5,1,30.1,BS01,Nar,0,b-Ala,10,1,0.612,4534
12,3.66666666666667,E2,5,2,30.1,BS01,Nar,4,b-Ala,10,1,0.694,4838
12,3.66666666666667,E3,5,3,30.1,BS01,Nar,10,b-Ala,10,1,0.669,5594
12,3.66666666666667,E4,5,4,30.1,BS01,Nar,20,b-Ala,10,1,0.601,5585
12,3.66666666666667,E5,5,5,30.1,BS01,Nar,60,b-Ala,10,1,0.812,12468
12,3.66666666666667,E6,5,6,30.1,medium,Nar,0,b-Ala,10,1,0.697,5054
12,3.66666666666667,E7,5,7,30.1,medium,Nar,60,b-Ala,10,1,0.325,205
12,3.66666666666667,F1,6,1,30.1,BS01,Nar,0,b-Ala,10,2,1.067,11778
12,3.66666666666667,F2,6,2,30.1,BS01,Nar,4,b-Ala,10,2,1.032,9217
12,3.66666666666667,F3,6,3,30.1,BS01,Nar,10,b-Ala,10,2,1.047,11541
12,3.66666666666667,F4,6,4,30.1,BS01,Nar,20,b-Ala,10,2,0.968,9908
12,3.66666666666667,F5,6,5,30.1,BS01,Nar,60,b-Ala,10,2,1.008,9479
12,3.66666666666667,F6,6,6,30.1,medium,Nar,0,b-Ala,10,2,1.057,10961
12,3.66666666666667,F7,6,7,30.1,medium,Nar,60,b-Ala,10,2,0.329,237
12,3.66666666666667,G1,7,1,30.1,BS01,Nar,0,b-Ala,10,3,0.587,3596
12,3.66666666666667,G2,7,2,30.1,BS01,Nar,4,b-Ala,10,3,0.639,5375
12,3.66666666666667,G3,7,3,30.1,BS01,Nar,10,b-Ala,10,3,0.627,6699
12,3.66666666666667,G4,7,4,30.1,BS01,Nar,20,b-Ala,10,3,0.647,6095
12,3.66666666666667,G5,7,5,30.1,BS01,Nar,60,b-Ala,10,3,0.659,5765
12,3.66666666666667,G6,7,6,30.1,medium,Nar,0,b-Ala,10,3,0.724,6872
12,3.66666666666667,G7,7,7,30.1,medium,Nar,60,b-Ala,10,3,0.325,235
12,3.66666666666667,H1,8,1,30.1,BS01,Nar,0,b-Ala,10,4,0.599,4635
12,3.66666666666667,H2,8,2,30.1,BS01,Nar,4,b-Ala,10,4,0.783,8694
12,3.66666666666667,H3,8,3,30.1,BS01,Nar,10,b-Ala,10,4,0.722,12059
12,3.66666666666667,H4,8,4,30.1,BS01,Nar,20,b-Ala,10,4,0.547,4897
12,3.66666666666667,H5,8,5,30.1,BS01,Nar,60,b-Ala,10,4,0.737,5744
12,3.66666666666667,H6,8,6,30.1,medium,Nar,0,b-Ala,10,4,0.687,5379
12,3.66666666666667,H7,8,7,30.1,medium,Nar,60,b-Ala,10,4,0.318,357
13,4,A1,1,1,30.1,BS01,Nar,0,b-Ala,0,1,0.488,3376
13,4,A2,1,2,30.1,BS01,Nar,4,b-Ala,0,1,0.493,2818
13,4,A3,1,3,30.1,BS01,Nar,10,b-Ala,0,1,0.523,2414
13,4,A4,1,4,30.1,BS01,Nar,20,b-Ala,0,1,0.611,1640
13,4,A5,1,5,30.1,BS01,Nar,60,b-Ala,0,1,0.612,1083
13,4,A6,1,6,30.1,medium,Nar,0,b-Ala,0,1,0.163,199
13,4,A7,1,7,30.1,medium,Nar,60,b-Ala,0,1,0.275,182
13,4,B1,2,1,30.1,BS01,Nar,0,b-Ala,0,2,1.184,13457
13,4,B2,2,2,30.1,BS01,Nar,4,b-Ala,0,2,1.097,8689
13,4,B3,2,3,30.1,BS01,Nar,10,b-Ala,0,2,1.106,5796
13,4,B4,2,4,30.1,BS01,Nar,20,b-Ala,0,2,1.064,7456
13,4,B5,2,5,30.1,BS01,Nar,60,b-Ala,0,2,0.853,3537
13,4,B6,2,6,30.1,medium,Nar,0,b-Ala,0,2,0.154,107
13,4,B7,2,7,30.1,medium,Nar,60,b-Ala,0,2,0.326,207
13,4,C1,3,1,30.1,BS01,Nar,0,b-Ala,0,3,0.437,2750
13,4,C2,3,2,30.1,BS01,Nar,4,b-Ala,0,3,0.613,3233
13,4,C3,3,3,30.1,BS01,Nar,10,b-Ala,0,3,0.633,2657
13,4,C4,3,4,30.1,BS01,Nar,20,b-Ala,0,3,0.664,1691
13,4,C5,3,5,30.1,BS01,Nar,60,b-Ala,0,3,0.607,892
13,4,C6,3,6,30.1,medium,Nar,0,b-Ala,0,3,0.169,230
13,4,C7,3,7,30.1,medium,Nar,60,b-Ala,0,3,0.328,290
13,4,D1,4,1,30.1,BS01,Nar,0,b-Ala,0,4,0.627,3588
13,4,D2,4,2,30.1,BS01,Nar,4,b-Ala,0,4,0.598,3303
13,4,D3,4,3,30.1,BS01,Nar,10,b-Ala,0,4,0.682,2796
13,4,D4,4,4,30.1,BS01,Nar,20,b-Ala,0,4,0.672,1836
13,4,D5,4,5,30.1,BS01,Nar,60,b-Ala,0,4,0.628,927
13,4,D6,4,6,30.1,medium,Nar,0,b-Ala,0,4,0.188,290
13,4,D7,4,7,30.1,medium,Nar,60,b-Ala,0,4,0.354,261
13,4,E1,5,1,30.1,BS01,Nar,0,b-Ala,10,1,0.612,4332
13,4,E2,5,2,30.1,BS01,Nar,4,b-Ala,10,1,0.695,4990
13,4,E3,5,3,30.1,BS01,Nar,10,b-Ala,10,1,0.664,6083
13,4,E4,5,4,30.1,BS01,Nar,20,b-Ala,10,1,0.599,5112
13,4,E5,5,5,30.1,BS01,Nar,60,b-Ala,10,1,0.814,12720
13,4,E6,5,6,30.1,medium,Nar,0,b-Ala,10,1,0.698,4811
13,4,E7,5,7,30.1,medium,Nar,60,b-Ala,10,1,0.326,166
13,4,F1,6,1,30.1,BS01,Nar,0,b-Ala,10,2,1.071,12125
13,4,F2,6,2,30.1,BS01,Nar,4,b-Ala,10,2,1.037,9846
13,4,F3,6,3,30.1,BS01,Nar,10,b-Ala,10,2,1.05,11547
13,4,F4,6,4,30.1,BS01,Nar,20,b-Ala,10,2,0.965,9907
13,4,F5,6,5,30.1,BS01,Nar,60,b-Ala,10,2,1.011,9443
13,4,F6,6,6,30.1,medium,Nar,0,b-Ala,10,2,1.066,11242
13,4,F7,6,7,30.1,medium,Nar,60,b-Ala,10,2,0.331,186
13,4,G1,7,1,30.1,BS01,Nar,0,b-Ala,10,3,0.588,3876
13,4,G2,7,2,30.1,BS01,Nar,4,b-Ala,10,3,0.638,5308
13,4,G3,7,3,30.1,BS01,Nar,10,b-Ala,10,3,0.63,6149
13,4,G4,7,4,30.1,BS01,Nar,20,b-Ala,10,3,0.652,6789
13,4,G5,7,5,30.1,BS01,Nar,60,b-Ala,10,3,0.659,5532
13,4,G6,7,6,30.1,medium,Nar,0,b-Ala,10,3,0.727,6157
13,4,G7,7,7,30.1,medium,Nar,60,b-Ala,10,3,0.326,241
13,4,H1,8,1,30.1,BS01,Nar,0,b-Ala,10,4,0.6,4535
13,4,H2,8,2,30.1,BS01,Nar,4,b-Ala,10,4,0.78,9071
13,4,H3,8,3,30.1,BS01,Nar,10,b-Ala,10,4,0.726,11989
13,4,H4,8,4,30.1,BS01,Nar,20,b-Ala,10,4,0.55,5304
13,4,H5,8,5,30.1,BS01,Nar,60,b-Ala,10,4,0.726,5367
13,4,H6,8,6,30.1,medium,Nar,0,b-Ala,10,4,0.686,5143
13,4,H7,8,7,30.1,medium,Nar,60,b-Ala,10,4,0.318,321
14,4.33333333333333,A1,1,1,30,BS01,Nar,0,b-Ala,0,1,0.492,3639
14,4.33333333333333,A2,1,2,30,BS01,Nar,4,b-Ala,0,1,0.497,2675
14,4.33333333333333,A3,1,3,30,BS01,Nar,10,b-Ala,0,1,0.525,2510
14,4.33333333333333,A4,1,4,30,BS01,Nar,20,b-Ala,0,1,0.615,2117
14,4.33333333333333,A5,1,5,30,BS01,Nar,60,b-Ala,0,1,0.612,975
14,4.33333333333333,A6,1,6,30,medium,Nar,0,b-Ala,0,1,0.164,188
14,4.33333333333333,A7,1,7,30,medium,Nar,60,b-Ala,0,1,0.274,242
14,4.33333333333333,B1,2,1,30,BS01,Nar,0,b-Ala,0,2,1.188,13710
14,4.33333333333333,B2,2,2,30,BS01,Nar,4,b-Ala,0,2,1.099,8457
14,4.33333333333333,B3,2,3,30,BS01,Nar,10,b-Ala,0,2,1.097,5981
14,4.33333333333333,B4,2,4,30,BS01,Nar,20,b-Ala,0,2,1.051,6935
14,4.33333333333333,B5,2,5,30,BS01,Nar,60,b-Ala,0,2,0.853,3595
14,4.33333333333333,B6,2,6,30,medium,Nar,0,b-Ala,0,2,0.154,169
14,4.33333333333333,B7,2,7,30,medium,Nar,60,b-Ala,0,2,0.324,238
14,4.33333333333333,C1,3,1,30,BS01,Nar,0,b-Ala,0,3,0.441,2664
14,4.33333333333333,C2,3,2,30,BS01,Nar,4,b-Ala,0,3,0.62,3552
14,4.33333333333333,C3,3,3,30,BS01,Nar,10,b-Ala,0,3,0.636,2906
14,4.33333333333333,C4,3,4,30,BS01,Nar,20,b-Ala,0,3,0.667,1681
14,4.33333333333333,C5,3,5,30,BS01,Nar,60,b-Ala,0,3,0.607,946
14,4.33333333333333,C6,3,6,30,medium,Nar,0,b-Ala,0,3,0.171,215
14,4.33333333333333,C7,3,7,30,medium,Nar,60,b-Ala,0,3,0.33,231
14,4.33333333333333,D1,4,1,30,BS01,Nar,0,b-Ala,0,4,0.631,3442
14,4.33333333333333,D2,4,2,30,BS01,Nar,4,b-Ala,0,4,0.602,3372
14,4.33333333333333,D3,4,3,30,BS01,Nar,10,b-Ala,0,4,0.685,3144
14,4.33333333333333,D4,4,4,30,BS01,Nar,20,b-Ala,0,4,0.675,1675
14,4.33333333333333,D5,4,5,30,BS01,Nar,60,b-Ala,0,4,0.629,1025
14,4.33333333333333,D6,4,6,30,medium,Nar,0,b-Ala,0,4,0.189,270
14,4.33333333333333,D7,4,7,30,medium,Nar,60,b-Ala,0,4,0.357,165
14,4.33333333333333,E1,5,1,30,BS01,Nar,0,b-Ala,10,1,0.615,4603
14,4.33333333333333,E2,5,2,30,BS01,Nar,4,b-Ala,10,1,0.697,4935
14,4.33333333333333,E3,5,3,30,BS01,Nar,10,b-Ala,10,1,0.674,6129
14,4.33333333333333,E4,5,4,30,BS01,Nar,20,b-Ala,10,1,0.603,5448
14,4.33333333333333,E5,5,5,30,BS01,Nar,60,b-Ala,10,1,0.813,12235
14,4.33333333333333,E6,5,6,30,medium,Nar,0,b-Ala,10,1,0.7,5401
14,4.33333333333333,E7,5,7,30,medium,Nar,60,b-Ala,10,1,0.327,183
14,4.33333333333333,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.064,11282
14,4.33333333333333,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.038,9427
14,4.33333333333333,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.048,10938
14,4.33333333333333,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.962,10090
14,4.33333333333333,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1.017,9232
14,4.33333333333333,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.064,11001
14,4.33333333333333,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.331,277
14,4.33333333333333,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.589,3826
14,4.33333333333333,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.642,5242
14,4.33333333333333,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.631,5995
14,4.33333333333333,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.655,6585
14,4.33333333333333,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.658,6117
14,4.33333333333333,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.729,6053
14,4.33333333333333,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.328,242
14,4.33333333333333,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.602,4747
14,4.33333333333333,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.783,9291
14,4.33333333333333,H3,8,3,30,BS01,Nar,10,b-Ala,10,4,0.727,11941
14,4.33333333333333,H4,8,4,30,BS01,Nar,20,b-Ala,10,4,0.551,5119
14,4.33333333333333,H5,8,5,30,BS01,Nar,60,b-Ala,10,4,0.736,5407
14,4.33333333333333,H6,8,6,30,medium,Nar,0,b-Ala,10,4,0.688,5137
14,4.33333333333333,H7,8,7,30,medium,Nar,60,b-Ala,10,4,0.32,316
15,4.66666666666667,A1,1,1,30.1,BS01,Nar,0,b-Ala,0,1,0.495,3510
15,4.66666666666667,A2,1,2,30.1,BS01,Nar,4,b-Ala,0,1,0.498,2883
15,4.66666666666667,A3,1,3,30.1,BS01,Nar,10,b-Ala,0,1,0.526,2440
15,4.66666666666667,A4,1,4,30.1,BS01,Nar,20,b-Ala,0,1,0.616,2107
15,4.66666666666667,A5,1,5,30.1,BS01,Nar,60,b-Ala,0,1,0.614,1125
15,4.66666666666667,A6,1,6,30.1,medium,Nar,0,b-Ala,0,1,0.162,169
15,4.66666666666667,A7,1,7,30.1,medium,Nar,60,b-Ala,0,1,0.271,168
15,4.66666666666667,B1,2,1,30.1,BS01,Nar,0,b-Ala,0,2,1.186,12681
15,4.66666666666667,B2,2,2,30.1,BS01,Nar,4,b-Ala,0,2,1.101,8511
15,4.66666666666667,B3,2,3,30.1,BS01,Nar,10,b-Ala,0,2,1.106,6043
15,4.66666666666667,B4,2,4,30.1,BS01,Nar,20,b-Ala,0,2,1.04,6563
15,4.66666666666667,B5,2,5,30.1,BS01,Nar,60,b-Ala,0,2,0.852,3202
15,4.66666666666667,B6,2,6,30.1,medium,Nar,0,b-Ala,0,2,0.154,216
15,4.66666666666667,B7,2,7,30.1,medium,Nar,60,b-Ala,0,2,0.324,203
15,4.66666666666667,C1,3,1,30.1,BS01,Nar,0,b-Ala,0,3,0.444,2756
15,4.66666666666667,C2,3,2,30.1,BS01,Nar,4,b-Ala,0,3,0.621,3545
15,4.66666666666667,C3,3,3,30.1,BS01,Nar,10,b-Ala,0,3,0.637,2791
15,4.66666666666667,C4,3,4,30.1,BS01,Nar,20,b-Ala,0,3,0.669,1739
15,4.66666666666667,C5,3,5,30.1,BS01,Nar,60,b-Ala,0,3,0.608,1079
15,4.66666666666667,C6,3,6,30.1,medium,Nar,0,b-Ala,0,3,0.168,141
15,4.66666666666667,C7,3,7,30.1,medium,Nar,60,b-Ala,0,3,0.33,246
15,4.66666666666667,D1,4,1,30.1,BS01,Nar,0,b-Ala,0,4,0.634,3509
15,4.66666666666667,D2,4,2,30.1,BS01,Nar,4,b-Ala,0,4,0.605,3593
15,4.66666666666667,D3,4,3,30.1,BS01,Nar,10,b-Ala,0,4,0.686,3001
15,4.66666666666667,D4,4,4,30.1,BS01,Nar,20,b-Ala,0,4,0.676,2106
15,4.66666666666667,D5,4,5,30.1,BS01,Nar,60,b-Ala,0,4,0.628,997
15,4.66666666666667,D6,4,6,30.1,medium,Nar,0,b-Ala,0,4,0.193,422
15,4.66666666666667,D7,4,7,30.1,medium,Nar,60,b-Ala,0,4,0.359,238
15,4.66666666666667,E1,5,1,30.1,BS01,Nar,0,b-Ala,10,1,0.616,4607
15,4.66666666666667,E2,5,2,30.1,BS01,Nar,4,b-Ala,10,1,0.699,5083
15,4.66666666666667,E3,5,3,30.1,BS01,Nar,10,b-Ala,10,1,0.677,5620
15,4.66666666666667,E4,5,4,30.1,BS01,Nar,20,b-Ala,10,1,0.602,5602
15,4.66666666666667,E5,5,5,30.1,BS01,Nar,60,b-Ala,10,1,0.813,12591
15,4.66666666666667,E6,5,6,30.1,medium,Nar,0,b-Ala,10,1,0.701,5415
15,4.66666666666667,E7,5,7,30.1,medium,Nar,60,b-Ala,10,1,0.329,308
15,4.66666666666667,F1,6,1,30.1,BS01,Nar,0,b-Ala,10,2,1.064,11302
15,4.66666666666667,F2,6,2,30.1,BS01,Nar,4,b-Ala,10,2,1.041,9167
15,4.66666666666667,F3,6,3,30.1,BS01,Nar,10,b-Ala,10,2,1.053,11614
15,4.66666666666667,F4,6,4,30.1,BS01,Nar,20,b-Ala,10,2,0.977,9877
15,4.66666666666667,F5,6,5,30.1,BS01,Nar,60,b-Ala,10,2,1.042,9676
15,4.66666666666667,F6,6,6,30.1,medium,Nar,0,b-Ala,10,2,1.067,10787
15,4.66666666666667,F7,6,7,30.1,medium,Nar,60,b-Ala,10,2,0.331,241
15,4.66666666666667,G1,7,1,30.1,BS01,Nar,0,b-Ala,10,3,0.589,4002
15,4.66666666666667,G2,7,2,30.1,BS01,Nar,4,b-Ala,10,3,0.643,5223
15,4.66666666666667,G3,7,3,30.1,BS01,Nar,10,b-Ala,10,3,0.634,6500
15,4.66666666666667,G4,7,4,30.1,BS01,Nar,20,b-Ala,10,3,0.656,6413
15,4.66666666666667,G5,7,5,30.1,BS01,Nar,60,b-Ala,10,3,0.66,6017
15,4.66666666666667,G6,7,6,30.1,medium,Nar,0,b-Ala,10,3,0.73,6101
15,4.66666666666667,G7,7,7,30.1,medium,Nar,60,b-Ala,10,3,0.328,255
15,4.66666666666667,H1,8,1,30.1,BS01,Nar,0,b-Ala,10,4,0.603,4993
15,4.66666666666667,H2,8,2,30.1,BS01,Nar,4,b-Ala,10,4,0.784,8581
15,4.66666666666667,H3,8,3,30.1,BS01,Nar,10,b-Ala,10,4,0.729,12424
15,4.66666666666667,H4,8,4,30.1,BS01,Nar,20,b-Ala,10,4,0.553,5254
15,4.66666666666667,H5,8,5,30.1,BS01,Nar,60,b-Ala,10,4,0.74,5998
15,4.66666666666667,H6,8,6,30.1,medium,Nar,0,b-Ala,10,4,0.69,5332
15,4.66666666666667,H7,8,7,30.1,medium,Nar,60,b-Ala,10,4,0.321,341
16,5,A1,1,1,30,BS01,Nar,0,b-Ala,0,1,0.5,3585
16,5,A2,1,2,30,BS01,Nar,4,b-Ala,0,1,0.502,2526
16,5,A3,1,3,30,BS01,Nar,10,b-Ala,0,1,0.529,2669
16,5,A4,1,4,30,BS01,Nar,20,b-Ala,0,1,0.618,1966
16,5,A5,1,5,30,BS01,Nar,60,b-Ala,0,1,0.616,1249
16,5,A6,1,6,30,medium,Nar,0,b-Ala,0,1,0.161,159
16,5,A7,1,7,30,medium,Nar,60,b-Ala,0,1,0.271,112
16,5,B1,2,1,30,BS01,Nar,0,b-Ala,0,2,1.188,13085
16,5,B2,2,2,30,BS01,Nar,4,b-Ala,0,2,1.101,8288
16,5,B3,2,3,30,BS01,Nar,10,b-Ala,0,2,1.105,5471
16,5,B4,2,4,30,BS01,Nar,20,b-Ala,0,2,0.976,6181
16,5,B5,2,5,30,BS01,Nar,60,b-Ala,0,2,0.85,3714
16,5,B6,2,6,30,medium,Nar,0,b-Ala,0,2,0.153,149
16,5,B7,2,7,30,medium,Nar,60,b-Ala,0,2,0.324,179
16,5,C1,3,1,30,BS01,Nar,0,b-Ala,0,3,0.449,2918
16,5,C2,3,2,30,BS01,Nar,4,b-Ala,0,3,0.625,3762
16,5,C3,3,3,30,BS01,Nar,10,b-Ala,0,3,0.638,2619
16,5,C4,3,4,30,BS01,Nar,20,b-Ala,0,3,0.674,1918
16,5,C5,3,5,30,BS01,Nar,60,b-Ala,0,3,0.612,1282
16,5,C6,3,6,30,medium,Nar,0,b-Ala,0,3,0.163,83
16,5,C7,3,7,30,medium,Nar,60,b-Ala,0,3,0.331,193
16,5,D1,4,1,30,BS01,Nar,0,b-Ala,0,4,0.638,3044
16,5,D2,4,2,30,BS01,Nar,4,b-Ala,0,4,0.609,3225
16,5,D3,4,3,30,BS01,Nar,10,b-Ala,0,4,0.688,2880
16,5,D4,4,4,30,BS01,Nar,20,b-Ala,0,4,0.679,1820
16,5,D5,4,5,30,BS01,Nar,60,b-Ala,0,4,0.63,1124
16,5,D6,4,6,30,medium,Nar,0,b-Ala,0,4,0.198,506
16,5,D7,4,7,30,medium,Nar,60,b-Ala,0,4,0.362,306
16,5,E1,5,1,30,BS01,Nar,0,b-Ala,10,1,0.617,4460
16,5,E2,5,2,30,BS01,Nar,4,b-Ala,10,1,0.701,4909
16,5,E3,5,3,30,BS01,Nar,10,b-Ala,10,1,0.678,6013
16,5,E4,5,4,30,BS01,Nar,20,b-Ala,10,1,0.602,5475
16,5,E5,5,5,30,BS01,Nar,60,b-Ala,10,1,0.813,12450
16,5,E6,5,6,30,medium,Nar,0,b-Ala,10,1,0.702,5240
16,5,E7,5,7,30,medium,Nar,60,b-Ala,10,1,0.329,258
16,5,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.069,11678
16,5,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.045,9158
16,5,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.054,11652
16,5,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.986,9869
16,5,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1.023,9159
16,5,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.064,10541
16,5,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.324,311
16,5,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.592,3876
16,5,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.645,5488
16,5,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.635,6058
16,5,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.659,6372
16,5,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.66,5398
16,5,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.731,5727
16,5,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.328,289
16,5,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.605,4687
16,5,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.787,9907
16,5,H3,8,3,30,BS01,Nar,10,b-Ala,10,4,0.731,12181
16,5,H4,8,4,30,BS01,Nar,20,b-Ala,10,4,0.555,5321
16,5,H5,8,5,30,BS01,Nar,60,b-Ala,10,4,0.738,5590
16,5,H6,8,6,30,medium,Nar,0,b-Ala,10,4,0.691,5457
16,5,H7,8,7,30,medium,Nar,60,b-Ala,10,4,0.325,255
17,5.33333333333333,A1,1,1,30,BS01,Nar,0,b-Ala,0,1,0.502,3899
17,5.33333333333333,A2,1,2,30,BS01,Nar,4,b-Ala,0,1,0.506,2682
17,5.33333333333333,A3,1,3,30,BS01,Nar,10,b-Ala,0,1,0.53,2754
17,5.33333333333333,A4,1,4,30,BS01,Nar,20,b-Ala,0,1,0.621,1936
17,5.33333333333333,A5,1,5,30,BS01,Nar,60,b-Ala,0,1,0.62,1229
17,5.33333333333333,A6,1,6,30,medium,Nar,0,b-Ala,0,1,0.163,211
17,5.33333333333333,A7,1,7,30,medium,Nar,60,b-Ala,0,1,0.268,205
17,5.33333333333333,B1,2,1,30,BS01,Nar,0,b-Ala,0,2,1.2,13212
17,5.33333333333333,B2,2,2,30,BS01,Nar,4,b-Ala,0,2,1.106,8507
17,5.33333333333333,B3,2,3,30,BS01,Nar,10,b-Ala,0,2,1.108,5648
17,5.33333333333333,B4,2,4,30,BS01,Nar,20,b-Ala,0,2,0.941,5811
17,5.33333333333333,B5,2,5,30,BS01,Nar,60,b-Ala,0,2,0.848,3734
17,5.33333333333333,B6,2,6,30,medium,Nar,0,b-Ala,0,2,0.154,178
17,5.33333333333333,B7,2,7,30,medium,Nar,60,b-Ala,0,2,0.325,181
17,5.33333333333333,C1,3,1,30,BS01,Nar,0,b-Ala,0,3,0.452,2830
17,5.33333333333333,C2,3,2,30,BS01,Nar,4,b-Ala,0,3,0.625,3507
17,5.33333333333333,C3,3,3,30,BS01,Nar,10,b-Ala,0,3,0.639,2674
17,5.33333333333333,C4,3,4,30,BS01,Nar,20,b-Ala,0,3,0.674,1817
17,5.33333333333333,C5,3,5,30,BS01,Nar,60,b-Ala,0,3,0.613,1168
17,5.33333333333333,C6,3,6,30,medium,Nar,0,b-Ala,0,3,0.163,209
17,5.33333333333333,C7,3,7,30,medium,Nar,60,b-Ala,0,3,0.33,122
17,5.33333333333333,D1,4,1,30,BS01,Nar,0,b-Ala,0,4,0.642,3518
17,5.33333333333333,D2,4,2,30,BS01,Nar,4,b-Ala,0,4,0.613,3391
17,5.33333333333333,D3,4,3,30,BS01,Nar,10,b-Ala,0,4,0.69,2788
17,5.33333333333333,D4,4,4,30,BS01,Nar,20,b-Ala,0,4,0.683,1992
17,5.33333333333333,D5,4,5,30,BS01,Nar,60,b-Ala,0,4,0.631,1028
17,5.33333333333333,D6,4,6,30,medium,Nar,0,b-Ala,0,4,0.201,369
17,5.33333333333333,D7,4,7,30,medium,Nar,60,b-Ala,0,4,0.366,253
17,5.33333333333333,E1,5,1,30,BS01,Nar,0,b-Ala,10,1,0.619,4631
17,5.33333333333333,E2,5,2,30,BS01,Nar,4,b-Ala,10,1,0.701,5463
17,5.33333333333333,E3,5,3,30,BS01,Nar,10,b-Ala,10,1,0.681,5837
17,5.33333333333333,E4,5,4,30,BS01,Nar,20,b-Ala,10,1,0.604,5678
17,5.33333333333333,E5,5,5,30,BS01,Nar,60,b-Ala,10,1,0.816,12785
17,5.33333333333333,E6,5,6,30,medium,Nar,0,b-Ala,10,1,0.703,4949
17,5.33333333333333,E7,5,7,30,medium,Nar,60,b-Ala,10,1,0.328,188
17,5.33333333333333,F1,6,1,30,BS01,Nar,0,b-Ala,10,2,1.08,12504
17,5.33333333333333,F2,6,2,30,BS01,Nar,4,b-Ala,10,2,1.05,9328
17,5.33333333333333,F3,6,3,30,BS01,Nar,10,b-Ala,10,2,1.059,10874
17,5.33333333333333,F4,6,4,30,BS01,Nar,20,b-Ala,10,2,0.991,10527
17,5.33333333333333,F5,6,5,30,BS01,Nar,60,b-Ala,10,2,1.019,9713
17,5.33333333333333,F6,6,6,30,medium,Nar,0,b-Ala,10,2,1.073,10517
17,5.33333333333333,F7,6,7,30,medium,Nar,60,b-Ala,10,2,0.331,142
17,5.33333333333333,G1,7,1,30,BS01,Nar,0,b-Ala,10,3,0.592,3991
17,5.33333333333333,G2,7,2,30,BS01,Nar,4,b-Ala,10,3,0.647,5739
17,5.33333333333333,G3,7,3,30,BS01,Nar,10,b-Ala,10,3,0.637,6226
17,5.33333333333333,G4,7,4,30,BS01,Nar,20,b-Ala,10,3,0.655,5967
17,5.33333333333333,G5,7,5,30,BS01,Nar,60,b-Ala,10,3,0.661,5640
17,5.33333333333333,G6,7,6,30,medium,Nar,0,b-Ala,10,3,0.732,6227
17,5.33333333333333,G7,7,7,30,medium,Nar,60,b-Ala,10,3,0.328,236
17,5.33333333333333,H1,8,1,30,BS01,Nar,0,b-Ala,10,4,0.607,5003
17,5.33333333333333,H2,8,2,30,BS01,Nar,4,b-Ala,10,4,0.789,8641
